url,label
https://gallerymedia.com/,0
https://travelinc.com/,0
http://31.220.111.56/,1
https://kartograph.org/,0
https://qdlib.net/,0
https://bayfiles.net/,0
http://cellusconections.info/,1
https://toptouristparks.com.au/,0
http://www.herbertundschnipsi.de/,1
https://calvinandhobbes.com/,0
https://flets-members.jp/,0
https://cliggo.com/,0
https://orologidiclasse.com/,0
https://miktd7.com/,0
https://arrowcomputers.com.au/,0
https://carmarthenjournal.co.uk/,0
https://curatedkravet.com/,0
https://forbidden-porn.eu/,0
https://huren.nl/,0
https://aldi.be/,0
https://webmarketinggroup.co.uk/,0
https://zooline.ru/,0
https://blueco.com.tw/,0
https://buoyweather.com/,0
https://rebel-esprit.myshopify.com/,0
https://morrodesaopaulobahiabrasil.com/,0
https://serviciosdecristaleria.wordpress.com/,0
https://tabisland.ne.jp/,0
https://tasteforlife.com.tw/,0
https://woman-elanvital.com/,0
https://perspectives.org/,0
https://vrabotuvanje.com.mk/,0
https://yahoo.co.uk/,0
http://www.rustmaster.com.br/,1
https://clicky.me/,0
https://edcilindia.co.in/,0
https://modemfiles.blogspot.com/,0
https://voyeursexfilms.com/,0
https://autogallery.org.ru/,0
https://gamedistribution.com/,0
https://adw.im/,0
https://ibb.com/,0
https://makkah-now.com/,0
http://j8x.96.lt/,1
https://porkypost.com/,0
https://optikdodomu.cz/,0
https://frugalqueen.co.uk/,0
https://fcdinamo.ge/,0
https://eriefcu.org/,0
https://laorotava.es/,0
https://onbirim.com/,0
https://bie-paris.org/,0
https://fw.tmall.com/,0
https://24khabar.com/,0
https://fantv.se/,0
https://fooddonelight.com/,0
https://streamcomplet.org/,0
https://repetto.com/,0
https://marketingadept.com/,0
https://35.com/,0
https://unirop.com/,0
http://owa1.everettwa.gov/,1
http://aboutus.in/,1
https://pintsizedtreasures.com/,0
https://allnatura.at/,0
http://superhousepictures.com/,1
https://zmkst.ru/,0
https://avtoshina.by/,0
https://mutieg.net/,0
http://www.blackabba.com/,1
http://www.hallwaystreetsigns.com/,1
https://chinesepen.org/,0
https://cyberworks.jp/,0
http://protokolo.com/,1
http://www.mir-holoda.by/,1
https://massresistance.org/,0
https://jemontremonminou.com/,0
https://tresgriferia.com/,0
https://pdexpress.net/,0
https://storygape.com/,0
https://freshtechsolutions.co.uk/,0
http://www.skytel.lk/,1
https://giantessnight.com/,0
https://mamidea.com/,0
https://myjqueryplugins.com/,0
https://coin.it/,0
https://prazdnovik.ru/,0
https://posterlounge.co.uk/,0
http://chmsry.org.za/,1
https://cnworld.es/,0
http://mdllanos.com/,1
http://simer.com.tr/,1
https://nonk.com/,0
https://mullvad.net/,0
https://yybaojian.com/,0
https://gh-project.com/,0
https://reviewshots.com/,0
http://wickedsickness.com/,1
http://euromina.com.vn/,1
https://americredit.com/,0
https://lmaghribiya.com/,0
https://bulbscanada.com/,0
http://belgiumimagyarok.be/,1
https://karlgroves.com/,0
https://marketlive.com/,0
https://modademujeres.com/,0
https://fnportuarios.org.br/,0
https://fontnavi.jp/,0
https://misskiri.com/,0
https://eic.org.cn/,0
https://thehastingscenter.org/,0
http://info-support-il.hol.es/,1
https://handyagent24.de/,0
http://muvolam.com/,1
https://carolinaherrera.com/,0
https://winlockmedia.com/,0
https://bengalisweet.com/,0
https://studyalways.com/,0
https://haiphong24h.com.vn/,0
https://mhe.es/,0
http://www.mltmarine.com/,1
https://sewing-online.com/,0
https://ikyaglobal.com/,0
http://env-9019617.jelastic.regruhosting.ru/,1
https://uaeladies.com/,0
https://cl-brakes.com/,0
https://mirchigana.in/,0
https://payplug.in/,0
https://whatoplay-sub.com/,0
https://ruskin.com/,0
https://mdi.gob.ec/,0
https://maximobiliaria.com.br/,0
https://3abn.org/,0
https://replaypoker.com/,0
